trial number,step,expected reward,prob 1,prob 2,prob 3
0,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
0,10,0.018672009908084347,0.3329033095794808,0.33256219174040835,0.3345344986801109
0,20,0.023300714624851906,0.3323154741264172,0.33166580544587754,0.3360187204277052
0,30,0.03705279329604057,0.33058097141379456,0.32993476851656306,0.3394842600696424
0,40,0.0635171024522284,0.3289281342354683,0.32658543660247225,0.3444864291620594
0,50,0.07686783263727144,0.33192210545824474,0.3240720500861923,0.344005844455563
0,60,0.10293682289640331,0.3356485132818153,0.320432583038174,0.3439189036800106
0,70,0.11837798178569962,0.33693209384720807,0.31889625548706524,0.3441716506657267
0,80,0.15102858127732963,0.3375479403256105,0.31708138231210836,0.3453706773622812
0,90,0.16313114256999484,0.3376663999912845,0.31427982341271116,0.34805377659600434
0,100,0.16440073892471482,0.33630248996601086,0.311969771157674,0.35172773887631514
0,110,0.16893758999675787,0.3405304729465508,0.3084070952474143,0.3510624318060349
0,120,0.19233067284207736,0.34239280925468374,0.3059218096407797,0.3516853811045366
0,130,0.21002592849870275,0.3411682170083285,0.3036194083929105,0.355212374598761
0,140,0.22034934603461398,0.3425261801312914,0.30056215971213196,0.3569116601565767
0,150,0.22836696728876602,0.3430674560800344,0.29696122639590705,0.35997131752405853
0,160,0.23489147829423115,0.3432884314935684,0.29343616369189424,0.36327540481453724
0,170,0.2356752726037769,0.3461567493313793,0.2919529738925346,0.36189027677608615
0,180,0.23860120393373935,0.3431580683857015,0.29015946015677474,0.3666824714575236
0,190,0.23704954748410234,0.3453680723591472,0.2873525105812713,0.36727941705958156
0,200,0.22329344805834314,0.34616183196810674,0.28498292621374677,0.36885524181814644
0,210,0.21809674057344028,0.3478997730892867,0.28272685902263506,0.3693733678880782
0,220,0.21791263263665245,0.3457189936916472,0.2827012992969039,0.3715797070114488
0,230,0.22564831403366734,0.34639554832119973,0.28069654866163735,0.3729079030171629
0,240,0.22393222761611511,0.3469409295127117,0.2773468112487024,0.37571225923858576
0,250,0.22664220636353455,0.344702079636134,0.27640528293586225,0.3788926374280038
0,260,0.2330530467304234,0.34485533932079704,0.2755381963715199,0.3796064643076832
0,270,0.22676047850285552,0.3441087035856695,0.2753357528151385,0.380555543599192
0,280,0.22852920913744462,0.34577180621218667,0.2731962504527723,0.3810319433350411
0,290,0.23421232972370123,0.34747474117831684,0.2707377987588054,0.38178746006287784
0,300,0.24802335235883255,0.3497287388877941,0.26902195616962427,0.38124930494258163
0,310,0.2548371248865293,0.3486890336887175,0.2669237639309521,0.3843872023803304
0,320,0.25030498031441445,0.3490533063918951,0.2650570497413782,0.3858896438667267
0,330,0.24645268286136945,0.35039283697364815,0.2624052831694817,0.3872018798568702
0,340,0.25901097538244133,0.3499873335976343,0.2620474344130625,0.38796523198930327
0,350,0.26319595183405536,0.3505334079629016,0.2609515960617771,0.3885149959753213
0,360,0.2729512216882946,0.35204362801233474,0.26024683268390597,0.38770953930375934
0,370,0.28633819670473426,0.3518853834619524,0.25840245210046336,0.38971216443758416
0,380,0.2815092395307939,0.35496677285276756,0.2560141413671638,0.3890190857800686
0,390,0.2801746981846003,0.3517646008330288,0.25438971998317966,0.3938456791837915
0,400,0.2793508385756162,0.35233275909263495,0.25360568042066817,0.3940615604866969
0,410,0.27468117352706756,0.3513945778629155,0.2507080655603509,0.3978973565767336
0,420,0.27855178552594734,0.35194714647273084,0.24965180494141645,0.39840104858585274
0,430,0.2764365738753139,0.35124862212934777,0.2481891469994604,0.4005622308711919
