trial number,step,expected reward,prob 1,prob 2,prob 3
0,0,0.005341336349225272,0.3327396764529687,0.33273932496417646,0.33452099858285483
0,10,0.023824214073693038,0.3319980953437385,0.33189575693458967,0.3361061477216719
0,20,0.0402963607327751,0.3332913566624591,0.33078942942810313,0.33591921390943774
0,30,0.05325490017676433,0.33571275635771336,0.32907302061268345,0.33521422302960324
0,40,0.07322299063168806,0.33479536407939897,0.32590998877644595,0.3392946471441551
0,50,0.08124925551651035,0.33504517601381495,0.3242348259651521,0.3407199980210331
0,60,0.10223997793983401,0.33707936047051945,0.32112780121214823,0.34179283831733237
0,70,0.11785219666176404,0.33710151646755326,0.3177178733749796,0.34518061015746726
0,80,0.12632946293975333,0.33754032512791965,0.31531523185887195,0.34714444301320835
0,90,0.1350935178386192,0.3379923765434057,0.31312814484778895,0.34887947860880547
0,100,0.15065537758775724,0.33597133260466194,0.3121120778257373,0.35191658956960076
0,110,0.16131757170082306,0.3351708737496676,0.3105342688819862,0.35429485736834626
0,120,0.18565605593099668,0.33609023058639925,0.30760023153503707,0.3563095378785637
0,130,0.1987540667391574,0.33641883539260825,0.30570313368787205,0.3578780309195197
0,140,0.2094844007918861,0.3372322457917706,0.3040029598655468,0.35876479434268255
0,150,0.21773425722517908,0.33676604946117106,0.30294363556624004,0.36029031497258895
0,160,0.23359380153211265,0.33576316447146615,0.3006652293146549,0.3635716062138789
0,170,0.2286402236955121,0.3345298214707172,0.29743233366717975,0.368037844862103
0,180,0.23393734623155016,0.33572289311400944,0.2969654128534766,0.36731169403251396
0,190,0.22713309477826954,0.33552480552724306,0.2945255073737435,0.3699496870990135
0,200,0.23423228422944264,0.3356837088518567,0.29165057889049706,0.3726657122576463
0,210,0.2262073531817749,0.33699562233143154,0.2894895477518831,0.3735148299166853
0,220,0.2309117600546898,0.33731579243122356,0.28764898610391815,0.37503522146485824
0,230,0.22864590722332254,0.3380971930957816,0.2841807869570593,0.377722019947159
0,240,0.24563494614470274,0.33894728489896675,0.2820104208622022,0.3790422942388311
0,250,0.2592862513798883,0.3390352178093782,0.2800781337568083,0.38088664843381365
0,260,0.2537706016792102,0.3413249014888612,0.27744962431586445,0.38122547419527447
0,270,0.2564960653158833,0.3417007181761824,0.27338851141537573,0.3849107704084419
0,280,0.25161074282071155,0.34091618309406674,0.2699001385212154,0.3891836783847179
0,290,0.2641736670379989,0.3417917285429394,0.2687955606856594,0.38941271077140127
0,300,0.2591643366534604,0.34190493546441375,0.2684560144318212,0.389639050103765
0,310,0.272416809647565,0.34358460771509003,0.266631181057928,0.389784211226982
0,320,0.2813058307717531,0.34556647148443004,0.2643283824818429,0.39010514603372703
0,330,0.2722276638457346,0.34773060347897605,0.26263965334969636,0.3896297431713276
0,340,0.2793628932630785,0.34766028384570247,0.2610114272670434,0.391328288887254
0,350,0.2946408383622467,0.3511093911648893,0.2582817576856075,0.3906088511495031
0,360,0.2989859870432992,0.3532987993412241,0.2562939056866159,0.3904072949721601
0,370,0.3099346534333655,0.3550014071288035,0.25465712055876727,0.3903414723124292
0,380,0.29840056537751347,0.3541913454420641,0.2528600169679671,0.3929486375899688
0,390,0.3031296036944175,0.35452931834904783,0.25064347192931513,0.39482720972163704
0,400,0.30732512799843525,0.353890596766112,0.2506629683411635,0.3954464348927245
0,410,0.30404237183051375,0.352223949711023,0.2499898319216843,0.3977862183672928
0,420,0.31012083891810355,0.3539268748213015,0.25000714846789956,0.396065976710799
0,430,0.3198860728184988,0.35756750657277986,0.2468119887193638,0.39562050470785637
0,440,0.31305077828276123,0.35734943888824156,0.24460055500778105,0.39805000610397734
0,450,0.29178060178043275,0.3584654046807346,0.24186948518461104,0.39966511013465433
0,460,0.30049231396102594,0.35813357362758985,0.2400437888306596,0.4018226375417506
0,470,0.3070368150530155,0.35550696183686986,0.2386994233865359,0.40579361477659426
0,480,0.3157953935276032,0.3543238975886468,0.23635739793364033,0.40931870447771285
0,490,0.3138060018166496,0.3558363073621152,0.2339039092694282,0.41025978336845664
0,500,0.29959415215516644,0.3586688947790339,0.23138626211240568,0.4099448431085604
0,510,0.2966401987440271,0.35788063407348264,0.22913324285804615,0.4129861230684713
0,520,0.3008013540559881,0.3588181812093482,0.22649587111027317,0.4146859476803786
0,530,0.2980904813983635,0.36043564878795825,0.22512890361886712,0.4144354475931747
0,540,0.30569834734772966,0.3604943428323677,0.22342433106296405,0.4160813261046683
0,550,0.2987748256077119,0.3589335552813711,0.22325470800255387,0.41781173671607497
0,560,0.304022413915023,0.3589651768864269,0.22216338891616946,0.4188714341974037
0,570,0.3074226727769232,0.35790141885027893,0.21950920388153994,0.422589377268181
0,580,0.3223624835305003,0.3588249727408328,0.21868858992058335,0.42248643733858393
